Unnamed: 0,file,emotion,speaker,duration_adjusted
49,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,sad,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav
50,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,sad,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav
52,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav
56,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav
60,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav
61,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav
62,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav
63,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav
64,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav
65,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav
66,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav
68,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav
69,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav
70,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav
72,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav
73,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav
74,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav
76,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav
77,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav
78,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav
80,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav
81,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav
83,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav
84,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav
85,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav,neu,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav
86,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav,neu,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav
87,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav,neu,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav
89,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav
90,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,neu,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav
91,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,neu,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav
92,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav
93,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav
94,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,hap,3_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav
95,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M000.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M000.wav
96,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M001.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M001.wav
98,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M003.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M003.wav
101,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M006.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M006.wav
102,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M007.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M007.wav
103,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M008.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M008.wav
104,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav
106,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M011.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M011.wav
108,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M013.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M013.wav
109,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M014.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M014.wav
110,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M015.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M015.wav
111,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M016.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M016.wav
114,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M019.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M019.wav
115,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M020.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M020.wav
116,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M021.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M021.wav
117,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M022.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M022.wav
118,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M023.wav,hap,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M023.wav
119,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M024.wav,neu,3_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M024.wav
120,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav
121,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav
125,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav
126,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav
129,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav
133,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav
134,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,neu,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav
148,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav
149,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav
150,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav
151,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav
152,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav
153,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,ang,4_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav
154,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav
155,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav
156,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav
157,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav
158,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav
159,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav
160,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav
161,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav
162,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav
163,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav
164,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav
165,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav
166,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav
167,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav
168,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav
169,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav
170,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav
171,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav
172,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav
173,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav
174,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav
175,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav
176,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav
177,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav
178,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav
179,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav
180,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav
181,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav
182,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav
185,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,neu,4_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav
